dttm,lon,lat,sys_dttm,sys_date,sys_time,nav_dttm,nav_time,nav_lon,nav_lat,nav_sog,nav_cog,nav_quality,lab_dttm,lab_time,lab_lon,lab_lat,lab_sog,lab_cog,lab_quality,temp,sal,fluor,fluor_1min,fluor_60min,CDOM,CDOM_1min,CDOM_60min,xmiss,xmiss_1min,xmiss_60min,wind_sp,wind_dir,wind_sp_rel,wind_dir_rel,heading,pitch,roll,depth,wire_payout,wire_tension,wire_speed
2018-06-08T19:35:23.000Z,-70.67316666666666,41.521721666666664,2018-06-08T19:32:53.000Z,2018-06-08,19:32:53,NA,"NA",-70.67316666666666,41.521721666666664,NA,NA,1,2018-06-08T19:35:23.000Z,19:35:23,-70.67320616666666,41.521713,2.46,244.74,1,16.2982,31.5182,2260,2214,1183.56,230,231.58,228.18,10506,5579.18,5153.32,19.81,223.05,22,167,66.2,-0.43,1.42,NA,NA,NA,NA
2018-06-08T19:36:23.000Z,-70.673905,41.521685,2018-06-08T19:33:53.000Z,2018-06-08,19:33:53,NA,"NA",-70.673905,41.521685,NA,NA,1,2018-06-08T19:36:23.000Z,19:36:23,-70.67391683333334,41.521691833333335,0.61,294.2,1,16.2964,31.5625,2083,2170.64,1232.05,230,229.95,228.28,10816,6105.98,5415.42,17.64,221.28,18,130,94.52,-0.27,0.69,NA,NA,NA,NA
2018-06-08T19:37:23.000Z,-70.67336833333333,41.521585,2018-06-08T19:34:53.000Z,2018-06-08,19:34:53,NA,"NA",-70.67336833333333,41.521585,NA,NA,1,2018-06-08T19:37:23.000Z,19:37:23,-70.6733245,41.52155416666667,3.53,137.68,1,16.2675,31.5836,2337,2204.46,1277.7,228,230.17,228.38,10665,6658.9,5667.49,18.05,229.23,19,69,148.61,-0.25,0.44,NA,NA,NA,NA
2018-06-08T19:38:23.000Z,-70.67243833333333,41.520585,2018-06-08T19:35:53.000Z,2018-06-08,19:35:53,NA,"NA",-70.67243833333333,41.520585,NA,NA,1,2018-06-08T19:38:23.000Z,19:38:23,-70.672359,41.52053033333333,5.81,138.11,1,16.299,31.549,2351,2261.22,1322.48,232,229.62,228.43,9536,7146.22,5864.81,16.12,230.05,18,43,169.23,-0.24,-0.16,NA,NA,NA,NA
2018-06-08T19:39:23.000Z,-70.671835,41.51911666666667,2018-06-08T19:36:53.000Z,2018-06-08,19:36:53,NA,"NA",-70.671835,41.51911666666667,NA,NA,1,2018-06-08T19:39:23.000Z,19:39:23,-70.67180266666666,41.519037833333336,6.29,160.8,1,16.297,31.5562,2203,2248,1362.78,229,229.42,228.47,10635,7684.65,6064.69,9.46,213.86,15,34,166.44,-0.37,1.25,NA,NA,NA,NA
2018-06-08T19:40:23.000Z,-70.67131166666667,41.51739166666667,2018-06-08T19:37:53.000Z,2018-06-08,19:37:53,NA,"NA",-70.67131166666667,41.51739166666667,NA,NA,1,2018-06-08T19:40:23.000Z,19:40:23,-70.6712825,41.51731733333333,6.3,161.64,1,16.2913,31.5654,2133,2170.22,1395.9,232,229.37,228.5,10226,8205.45,6243.9,17.39,228.78,21,43,173.17,-0.23,0.47,NA,NA,NA,NA
2018-06-08T19:41:23.000Z,-70.67061,41.51571833333333,2018-06-08T19:38:53.000Z,2018-06-08,19:38:53,NA,"NA",-70.67061,41.51571833333333,NA,NA,1,2018-06-08T19:41:23.000Z,19:41:23,-70.67057666666666,41.51564416666667,6.4,164.63,1,16.2532,31.5671,2e3,2106.93,1423.92,228,229.13,228.53,10934,8733.52,6412.58,17.44,227.99,22,34,177.78,-0.11,0.4,NA,NA,NA,NA
2018-06-08T19:42:23.000Z,-70.67006833333333,41.51401666666667,2018-06-08T19:39:53.000Z,2018-06-08,19:39:53,NA,"NA",-70.67006833333333,41.51401666666667,NA,NA,1,2018-06-08T19:42:23.000Z,19:42:23,-70.6700395,41.51394,6.34,166.23,1,16.2581,31.5618,2007,2062.15,1448.18,226,227.97,228.5,10866,9293.69,6582.23,18.38,228.5,23,43,173.48,-0.2,0.26,NA,NA,NA,NA
2018-06-08T19:43:23.000Z,-70.66961,41.51235833333333,2018-06-08T19:40:53.000Z,2018-06-08,19:40:53,NA,"NA",-70.66961,41.51235833333333,NA,NA,1,2018-06-08T19:43:23.000Z,19:43:23,-70.66959116666666,41.51227866666667,5.95,170.76,1,16.2714,31.5609,1965,1976.24,1468.14,229,228.12,228.48,11031,9855.84,6746.31,17.32,230.1,22,39,180.06,-0.23,0.33,0,NA,NA,NA
2018-06-08T19:44:23.000Z,-70.66925833333333,41.510756666666666,2018-06-08T19:41:53.000Z,2018-06-08,19:41:53,NA,"NA",-70.66925833333333,41.510756666666666,NA,NA,1,2018-06-08T19:44:23.000Z,19:44:23,-70.66923266666667,41.51067783333333,5.86,167.46,1,16.2945,31.5634,1960,1985.73,1486.38,228,228.65,228.49,10918,10545.42,6896.76,17.97,235.68,22,47,176.64,-0.31,0.7,10.51,NA,NA,NA
2018-06-08T19:45:23.000Z,-70.66868833333334,41.509365,2018-06-08T19:42:53.000Z,2018-06-08,19:42:53,NA,"NA",-70.66868833333334,41.509365,NA,NA,1,2018-06-08T19:45:23.000Z,19:45:23,-70.668653,41.509308,4.57,158.8,1,16.5301,31.6246,2934,2356.17,1516.2,239,232.83,228.65,10471,10609.76,7027.65,18.1,231.38,21,41,180.49,-0.54,1.4,14.46,NA,NA,NA
2018-06-08T19:46:23.000Z,-70.66787666666667,41.508305,2018-06-08T19:43:53.000Z,2018-06-08,19:43:53,NA,"NA",-70.66787666666667,41.508305,NA,NA,1,2018-06-08T19:46:23.000Z,19:46:23,-70.667804,41.508262,5.31,126.69,1,16.4192,31.6348,3526,3251.41,1573.46,244,242.13,229.11,9863,10571.85,7129.01,17.06,234.29,17,87,128.18,-0.43,1.1,15.68,NA,NA,NA
2018-06-08T19:47:23.000Z,-70.66587333333334,41.507776666666665,2018-06-08T19:44:53.000Z,2018-06-08,19:44:53,NA,"NA",-70.66587333333334,41.507776666666665,NA,NA,1,2018-06-08T19:47:23.000Z,19:47:23,-70.66576166666667,41.507755,6.28,101.54,1,16.4,31.6306,3524,3510.1,1636.18,248,245.75,229.66,10379,10550.67,7227.44,18.18,239.18,15,115,105.6,-0.93,1.59,10.14,NA,NA,NA
2018-06-08T19:48:23.000Z,-70.66355,41.50749666666667,2018-06-08T19:45:53.000Z,2018-06-08,19:45:53,NA,"NA",-70.66355,41.50749666666667,NA,NA,1,2018-06-08T19:48:23.000Z,19:48:23,-70.66342533333334,41.507484,6.5,98.08,1,16.3969,31.6296,3430,3553.49,1695.34,247,246.47,230.2,10497,10517.25,7325.67,15.74,232.74,14,110,104.63,-0.48,1.31,13.71,NA,NA,NA
2018-06-08T19:49:23.000Z,-70.66109333333333,41.507305,2018-06-08T19:46:53.000Z,2018-06-08,19:46:53,NA,"NA",-70.66109333333333,41.507305,NA,NA,1,2018-06-08T19:49:23.000Z,19:49:23,-70.66100983333334,41.5072955,6.69,96.13,1,16.3498,31.6249,3548,3482.53,1749.72,248,247.28,230.74,10384,10561.96,7422.57,16.71,236.68,14,108,106.41,-0.44,1.22,16.52,NA,NA,NA
2018-06-08T19:50:23.000Z,-70.65867666666666,41.507125,2018-06-08T19:47:53.000Z,2018-06-08,19:47:53,NA,"NA",-70.65867666666666,41.507125,NA,NA,1,2018-06-08T19:50:23.000Z,19:50:23,-70.65859066666667,41.5071185,6.52,95.61,1,16.2846,31.6296,3451,3437.02,1798.67,249,247.55,231.24,9859,10523.87,7499.54,16.32,240.57,13,110,106,-0.23,1.15,15.68,NA,NA,NA
2018-06-08T19:51:23.000Z,-70.65624833333334,41.50701166666666,2018-06-08T19:48:53.000Z,2018-06-08,19:48:53,NA,"NA",-70.65624833333334,41.50701166666666,NA,NA,1,2018-06-08T19:51:23.000Z,19:51:23,-70.65611933333334,41.50700333333333,6.72,93,1,16.2604,31.6357,3367,3391.51,1844.38,247,247.77,231.73,9675,10461.38,7562.48,15.45,240.7,12,105,106.35,-0.29,1.06,21.67,NA,NA,NA
2018-06-08T19:52:23.000Z,-70.65376833333333,41.50691833333333,2018-06-08T19:49:53.000Z,2018-06-08,19:49:53,NA,"NA",-70.65376833333333,41.50691833333333,NA,NA,1,2018-06-08T19:52:23.000Z,19:52:23,-70.65364216666667,41.50690933333333,6.73,91.61,1,16.2597,31.6347,3391,3363.22,1886.05,247,247.55,232.18,9540,10385.88,7620.67,15.29,238.66,12,107,105.76,-0.61,1.29,21.22,NA,NA,NA
2018-06-08T19:53:23.000Z,-70.651375,41.506748333333334,2018-06-08T19:50:53.000Z,2018-06-08,19:50:53,NA,"NA",-70.651375,41.506748333333334,NA,NA,1,2018-06-08T19:53:23.000Z,19:53:23,-70.65126416666666,41.50672633333333,6.05,108.33,1,16.2552,31.6364,3417,3394.71,1926.35,247,247.42,232.6,9937,10270.23,7673.54,15.59,235.38,14,90,125.25,-0.5,0.33,20.04,NA,NA,NA
2018-06-08T19:54:23.000Z,-70.64914833333333,41.50634,2018-06-08T19:51:53.000Z,2018-06-08,19:51:53,NA,"NA",-70.64914833333333,41.50634,NA,NA,1,2018-06-08T19:54:23.000Z,19:54:23,-70.64902433333333,41.506321666666665,6.38,98.17,1,16.2632,31.6313,3433,3443.14,1966.46,246,247.62,233.01,10296,10188.59,7737.45,16.98,234.36,15,94,118.37,-0.31,1.12,19.41,NA,NA,NA
2018-06-08T19:55:23.000Z,-70.64682166666667,41.50598333333333,2018-06-08T19:52:53.000Z,2018-06-08,19:52:53,NA,"NA",-70.64682166666667,41.50598333333333,NA,NA,1,2018-06-08T19:55:23.000Z,19:55:23,-70.64669966666666,41.50594783333333,6.69,104.81,1,16.3652,31.6201,3547,3525.49,2006.63,251,247.67,233.39,10919,10160.36,7812.37,15.97,231.66,15,81,127.69,-0.69,1.21,19.98,NA,NA,NA
2018-06-08T19:56:23.000Z,-70.644935,41.50518,2018-06-08T19:53:53.000Z,2018-06-08,19:53:53,NA,"NA",-70.644935,41.50518,NA,NA,1,2018-06-08T19:56:23.000Z,19:56:23,-70.64485766666667,41.505133,5.46,134.53,1,16.3669,31.6128,3416,3526.31,2044.16,247,248.32,233.77,11074,10179.58,7890.1,13.07,226.66,17,55,152.91,-0.55,1.21,20.3,NA,NA,NA
2018-06-08T19:57:23.000Z,-70.64277333333334,41.504468333333335,2018-06-08T19:54:54.000Z,2018-06-08,19:54:54,NA,"NA",-70.64277333333334,41.504468333333335,NA,NA,1,2018-06-08T19:57:23.000Z,19:57:23,-70.6426345,41.50444266666667,7.15,103.34,1,16.3654,31.6074,3428,3485.19,2078.93,250,249.58,234.16,10588,10256.96,7964.46,16.54,232.36,15,85,116.56,0.27,0.8,20.2,NA,NA,NA
2018-06-08T19:58:23.000Z,-70.64005333333333,41.504068333333336,2018-06-08T19:55:54.000Z,2018-06-08,19:55:54,NA,"NA",-70.64005333333333,41.504068333333336,NA,NA,1,2018-06-08T19:58:23.000Z,19:58:23,-70.6399075,41.50404433333333,7.54,100.04,1,16.3943,31.6097,3446,3473.41,2111.77,254,251.75,234.59,10596,10298.44,8028.16,15.89,235.03,14,90,115.87,-0.54,0.72,20.29,NA,NA,NA
2018-06-08T19:59:24.000Z,-70.63730166666667,41.503625,2018-06-08T19:56:54.000Z,2018-06-08,19:56:54,NA,"NA",-70.63730166666667,41.503625,NA,NA,1,2018-06-08T19:59:24.000Z,19:59:24,-70.63711216666667,41.503583,7.45,106.48,1,16.4412,31.5985,3379,3404.9,2142.01,254,252.47,235.01,10626,10329.85,8090.93,16.14,232.29,15,86,117.32,-0.32,0.9,19.82,NA,NA,NA
2018-06-08T20:00:24.000Z,-70.63455166666667,41.50316,2018-06-08T19:57:54.000Z,2018-06-08,19:57:54,NA,"NA",-70.63455166666667,41.50316,NA,NA,1,2018-06-08T20:00:24.000Z,20:00:24,-70.63435833333334,41.5031275,7.73,101.68,1,16.47,31.5886,3406,3344.34,2169.48,252,252.93,235.44,10938,10338.6,8148.52,16.5,230.9,15,87,116.12,-0.96,0.81,18.99,NA,NA,NA
2018-06-08T20:01:24.000Z,-70.63183666666667,41.502586666666666,2018-06-08T19:58:54.000Z,2018-06-08,19:58:54,NA,"NA",-70.63183666666667,41.502586666666666,NA,NA,1,2018-06-08T20:01:24.000Z,20:01:24,-70.63165916666667,41.50253816666667,7.49,111.45,1,16.4905,31.5926,3332,3374.08,2195.93,250,250.7,235.77,11456,10444.46,8216.24,15.61,226.11,16,72,126.7,-0.32,0.66,18.75,NA,NA,NA
2018-06-08T20:02:24.000Z,-70.6292,41.50187,2018-06-08T19:59:54.000Z,2018-06-08,19:59:54,NA,"NA",-70.6292,41.50187,NA,NA,1,2018-06-08T20:02:24.000Z,20:02:24,-70.6290185,41.501830166666664,7.58,108.79,1,16.489,31.6026,3301,3323.61,2220.17,250,248.23,236.05,11877,10613.05,8289.25,16.39,230.18,17,80,125.07,-0.47,0.31,19.62,NA,NA,NA
2018-06-08T20:03:24.000Z,-70.62652166666666,41.50116833333333,2018-06-08T20:00:54.000Z,2018-06-08,20:00:54,NA,"NA",-70.62652166666666,41.50116833333333,NA,NA,1,2018-06-08T20:03:24.000Z,20:03:24,-70.62634483333333,41.50112266666667,7.59,110.48,1,16.4962,31.6184,3098,3244.53,2242.09,245,246.78,236.28,12139,10769.02,8354.85,16.53,233.28,16,83,125.95,-0.64,0.73,22.14,NA,NA,NA
2018-06-08T20:04:24.000Z,-70.62384333333333,41.50044333333334,2018-06-08T20:01:54.000Z,2018-06-08,20:01:54,NA,"NA",-70.62384333333333,41.50044333333334,NA,NA,1,2018-06-08T20:04:24.000Z,20:04:24,-70.623671,41.500394166666666,7.47,114.17,1,16.4729,31.6356,3029,3071.61,2259.18,242,244.75,236.46,12267,11003.94,8434.04,17.25,232.67,17,72,135.04,-0.67,0.7,20.98,NA,NA,NA
2018-06-08T20:05:24.000Z,-70.62135333333333,41.49955,2018-06-08T20:02:54.000Z,2018-06-08,20:02:54,NA,"NA",-70.62135333333333,41.49955,NA,NA,1,2018-06-08T20:05:24.000Z,20:05:24,-70.62118383333333,41.49949183333333,7.41,118.16,1,16.4655,31.6434,3061,3037.8,2275.16,241,242.88,236.59,12203,11205.26,8513.35,15.61,239.54,15,76,135.26,-0.33,0.61,22.1,NA,NA,NA
2018-06-08T20:06:24.000Z,-70.61883833333333,41.498705,2018-06-08T20:03:54.000Z,2018-06-08,20:03:54,NA,"NA",-70.61883833333333,41.498705,NA,NA,1,2018-06-08T20:06:24.000Z,20:06:24,-70.61868366666667,41.498652,6.92,115.24,1,16.4737,31.6594,2978,3066.03,2290.83,239,241.5,236.69,12286,11348.07,8587.13,17.13,233.76,17,78,132.09,-0.36,0.89,22.17,NA,NA,NA
2018-06-08T20:07:24.000Z,-70.61646833333333,41.49801166666666,2018-06-08T20:04:54.000Z,2018-06-08,20:04:54,NA,"NA",-70.61646833333333,41.49801166666666,NA,NA,1,2018-06-08T20:07:24.000Z,20:07:24,-70.6163135,41.497971,6.8,110.97,1,16.4464,31.6774,2982,2951.49,2303.87,240,239.87,236.76,12496,11472.71,8659.88,17.13,236.65,16,82,131.28,-0.33,0.92,21.36,NA,NA,NA
2018-06-08T20:08:24.000Z,-70.61416666666666,41.49736333333333,2018-06-08T20:05:54.000Z,2018-06-08,20:05:54,NA,"NA",-70.61416666666666,41.49736333333333,NA,NA,1,2018-06-08T20:08:24.000Z,20:08:24,-70.6140155,41.4973185,6.43,109.87,1,16.4254,31.6712,2917,2929.93,2315.76,236,236.87,236.76,12474,11610.66,8732.97,17.76,234.07,17,82,130.56,-0.29,1.05,20.19,NA,NA,NA
2018-06-08T20:09:24.000Z,-70.61186666666667,41.49670833333333,2018-06-08T20:06:54.000Z,2018-06-08,20:06:54,NA,"NA",-70.61186666666667,41.49670833333333,NA,NA,1,2018-06-08T20:09:24.000Z,20:09:24,-70.61170416666667,41.49666366666667,6.94,110.66,1,16.4059,31.6795,2858,2885.64,2326.37,234,235.62,236.73,12461,11774.73,8803.39,16.48,231.03,16,79,128.56,-0.27,0.42,20.34,NA,NA,NA
2018-06-08T20:10:24.000Z,-70.60938333333333,41.49603,2018-06-08T20:07:54.000Z,2018-06-08,20:07:54,NA,"NA",-70.60938333333333,41.49603,NA,NA,1,2018-06-08T20:10:24.000Z,20:10:24,-70.609214,41.495984666666665,7.36,110.07,1,16.4039,31.6778,2892,2873.73,2336.57,234,233.68,236.68,12454,11932.35,8872.33,17.6,232.32,16,77,128.35,-0.52,0.17,20.84,NA,NA,NA
2018-06-08T20:11:24.000Z,-70.60683,41.49530166666667,2018-06-08T20:08:54.000Z,2018-06-08,20:08:54,NA,"NA",-70.60683,41.49530166666667,NA,NA,1,2018-06-08T20:11:24.000Z,20:11:24,-70.60666866666666,41.49524266666667,7.4,111.39,1,16.41,31.6824,2848,2868.64,2346.31,232,233.57,236.62,12385,12099.05,8936.67,16.62,234.35,16,79,129.1,-0.42,-0.05,21.01,NA,NA,NA
2018-06-08T20:12:24.000Z,-70.60432333333333,41.4945,2018-06-08T20:09:54.000Z,2018-06-08,20:09:54,NA,"NA",-70.60432333333333,41.4945,NA,NA,1,2018-06-08T20:12:24.000Z,20:12:24,-70.60416183333334,41.49444716666667,7.16,114.94,1,16.4174,31.6786,2914,2879.14,2355.73,234,233.43,236.56,12326,12206.82,8997.49,15.8,231.01,16,74,131.82,-0.72,0.84,22.26,NA,NA,NA
2018-06-08T20:13:24.000Z,-70.60194333333334,41.49373166666667,2018-06-08T20:10:54.000Z,2018-06-08,20:10:54,NA,"NA",-70.60194333333334,41.49373166666667,NA,NA,1,2018-06-08T20:13:24.000Z,20:13:24,-70.60178566666667,41.493682166666666,6.91,112.65,1,16.4202,31.6795,2834,2855.59,2364.39,232,233.38,236.5,12386,12276.86,9056.33,17.99,228.08,18,75,131.04,-0.39,0.56,23.07,NA,NA,NA
2018-06-08T20:14:24.000Z,-70.59961666666666,41.49299666666667,2018-06-08T20:11:54.000Z,2018-06-08,20:11:54,NA,"NA",-70.59961666666666,41.49299666666667,NA,NA,1,2018-06-08T20:14:24.000Z,20:14:24,-70.59945433333333,41.49295,6.74,110.97,1,16.4281,31.6836,2861,2861.34,2372.87,233,233.07,236.44,12412,12362.11,9112.61,15.35,231.68,15,83,127.49,-0.35,1.12,23.35,NA,NA,NA
2018-06-08T20:15:24.000Z,-70.59727666666667,41.49229666666667,2018-06-08T20:12:54.000Z,2018-06-08,20:12:54,NA,"NA",-70.59727666666667,41.49229666666667,NA,NA,1,2018-06-08T20:15:24.000Z,20:15:24,-70.5971085,41.49225533333333,6.83,109.98,1,16.4201,31.6777,2997,2970.83,2383.07,230,232.68,236.37,12392,12383,9168.24,15.27,230.61,15,86,124.74,-0.35,0.79,22.75,NA,NA,NA
2018-06-08T20:16:24.000Z,-70.59491833333334,41.491591666666665,2018-06-08T20:13:54.000Z,2018-06-08,20:13:54,NA,"NA",-70.59491833333334,41.491591666666665,NA,NA,1,2018-06-08T20:16:24.000Z,20:16:24,-70.59475116666667,41.491535,7.04,111.29,1,16.4199,31.686,3002,3003.9,2397.89,231,231.65,236.31,12121,12387.75,9237.26,14.01,240,13,86,124.71,-0.66,0.88,20.94,NA,NA,NA
2018-06-08T20:17:24.000Z,-70.592535,41.490838333333336,2018-06-08T20:14:54.000Z,2018-06-08,20:14:54,NA,"NA",-70.592535,41.490838333333336,NA,NA,1,2018-06-08T20:17:24.000Z,20:17:24,-70.59237283333333,41.490778,7.01,114.89,1,16.4091,31.6848,3056,3058.31,2432.11,233,231.8,236.33,12178,12387.81,9364.43,11.25,231.78,12,67,131.57,-0.59,0.75,18.15,NA,NA,NA
2018-06-08T20:18:24.000Z,-70.590265,41.48996,2018-06-08T20:15:54.000Z,2018-06-08,20:15:54,NA,"NA",-70.590265,41.48996,NA,NA,1,2018-06-08T20:18:24.000Z,20:18:24,-70.59010316666667,41.489901833333334,6.82,117.07,1,16.3824,31.6796,2974,3019.76,2465.49,230,231.73,236.4,12117,12375.46,9490.9,11.15,232.97,11,65,130.54,-0.52,0.85,20.07,NA,NA,NA
2018-06-08T20:19:24.000Z,-70.58805666666666,41.48907333333333,2018-06-08T20:16:54.000Z,2018-06-08,20:16:54,NA,"NA",-70.58805666666666,41.48907333333333,NA,NA,1,2018-06-08T20:19:24.000Z,20:19:24,-70.58791,41.48901033333333,6.55,121.79,1,16.3618,31.6798,2972,2989.71,2499.01,232,230.32,236.48,11991,12338.87,9615.52,11.46,237.46,12,71,137.03,-0.19,0.92,20.41,NA,NA,NA
2018-06-08T20:20:24.000Z,-70.586045,41.488095,2018-06-08T20:17:54.000Z,2018-06-08,20:17:54,NA,"NA",-70.586045,41.488095,NA,NA,1,2018-06-08T20:20:24.000Z,20:20:24,-70.585903,41.4880285,6.35,125.89,1,16.3518,31.6754,2986,2949.24,2531.39,229,230.15,236.59,12093,12291.42,9738.11,11.05,236.68,12,57,140.92,-0.4,1.32,21.24,NA,NA,NA
2018-06-08T20:21:24.000Z,-70.584205,41.487035,2018-06-08T20:18:54.000Z,2018-06-08,20:18:54,NA,"NA",-70.584205,41.487035,NA,NA,1,2018-06-08T20:21:24.000Z,20:21:24,-70.58409616666667,41.486962166666665,5.93,136.52,1,16.3434,31.6781,2942,2943.63,2564.16,229,230.27,236.71,12012,12249.58,9863.57,12.08,232,14,43,152.55,-0.94,0.59,20.66,NA,NA,NA
2018-06-08T20:22:24.000Z,-70.58272666666667,41.485861666666665,2018-06-08T20:19:54.000Z,2018-06-08,20:19:54,NA,"NA",-70.58272666666667,41.485861666666665,NA,NA,1,2018-06-08T20:22:24.000Z,20:22:24,-70.58264133333333,41.485783833333336,5.31,145.22,1,16.3452,31.6784,2956,2929.92,2596.04,229,229.82,236.81,11910,12206.74,9985.89,13.3,213.41,17,24,176.85,-0.4,1.19,18.6,NA,NA,NA
2018-06-08T20:23:24.000Z,-70.58204333333333,41.484678333333335,2018-06-08T20:20:54.000Z,2018-06-08,20:20:54,NA,"NA",-70.58204333333333,41.484678333333335,NA,NA,1,2018-06-08T20:23:24.000Z,20:23:24,-70.582011,41.484609,4.1,165.04,1,16.3803,31.6789,2882,2915.12,2628.34,229,229.58,236.91,11744,12158.95,10105.86,13.36,214.05,17,19,198.82,-0.66,1.16,17.5,NA,NA,NA
